LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSSubClass,MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,MoSold,SaleType,SaleCondition,SalePrice
6442,3,4,3,8,5,2006,2006,178.0,4,3,4,4,1,6,24,1,0,1346,1370,5,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,2006.0,2,484,3,3,2,120,49,0,0,0,0,0,2007,SC120,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,Oct,WD,Normal,202500
10300,3,4,3,7,6,1921,1950,0.0,3,3,3,3,0,1,0,1,0,576,576,4,902,808,0,1710,0,0,2,0,3,1,3,9,8,0,1990.0,2,480,3,3,2,12,11,64,0,0,0,0,2010,SC70,RM,Pave,Bnk,Inside,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,Apr,WD,Normal,140000
9375,4,4,3,7,5,1997,1998,573.0,3,3,4,3,0,6,739,1,0,318,1057,5,1057,977,0,2034,1,0,2,1,3,1,4,8,8,0,1998.0,2,645,3,3,2,576,36,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Feb,WD,Normal,219500
9591,4,4,3,8,5,2004,2005,344.0,4,3,5,3,2,1,0,1,0,1143,1143,5,1143,1330,0,2473,0,0,2,1,4,1,4,9,8,1,2004.0,3,852,3,3,2,192,151,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,RFn,Oct,WD,Normal,317000
19900,4,4,3,7,5,1970,1989,287.0,3,3,4,3,3,6,912,1,0,1035,1947,3,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,1970.0,2,576,3,3,2,301,0,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,180000
10665,3,4,3,7,5,2003,2003,167.0,4,3,4,3,2,6,1013,1,0,440,1453,5,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,2003.0,2,558,3,3,2,144,29,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,226000
4608,4,4,3,4,6,1945,1950,0.0,3,4,3,3,0,1,0,1,0,747,747,3,747,0,0,747,0,0,1,0,2,1,3,4,8,0,1945.0,1,220,3,3,2,0,0,0,0,0,0,0,2010,SC30,RM,Pave,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,80000
15593,4,4,3,7,4,1953,1953,0.0,4,3,3,3,0,4,603,1,0,701,1304,3,1304,983,0,2287,0,0,2,0,3,1,3,7,8,1,1953.0,2,667,3,3,2,0,21,114,0,0,0,0,2006,SC50,RL,Pave,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,CBlock,GasW,Y,SBrkr,Attchd,Fin,Jul,WD,Normal,225000
13651,3,4,3,7,6,1973,1973,1115.0,3,4,4,3,3,5,1880,1,0,343,2223,5,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,1973.0,2,516,3,3,2,300,0,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Feb,WD,Normal,244000
7599,4,4,3,4,6,1982,2006,0.0,3,3,3,3,0,5,565,1,0,280,845,3,845,0,0,845,1,0,1,0,2,1,3,4,8,0,1987.0,2,360,3,3,2,0,0,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jun,WD,Normal,129500
10141,3,4,3,7,5,1998,1998,40.0,3,3,4,3,0,1,0,1,0,832,832,4,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,1998.0,2,427,3,3,2,0,94,0,0,291,0,0,2009,SC60,RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Dec,WD,Normal,185000
10200,4,4,3,5,7,1954,2003,104.0,3,3,3,3,0,5,320,4,362,404,1086,4,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,1989.0,2,490,3,3,2,0,0,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,May,WD,Normal,144900
5790,4,4,3,3,6,1915,1950,0.0,4,4,2,3,0,1,0,1,0,840,840,4,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,1915.0,1,379,3,3,2,0,0,202,0,0,0,0,2010,SC50,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,CBlock,GasA,N,SBrkr,Detchd,Unf,May,WD,Normal,107400
1596,4,4,3,4,5,1973,1973,0.0,3,3,4,3,3,6,462,1,0,0,462,3,526,462,0,988,1,0,1,0,2,1,3,5,8,0,1973.0,1,297,3,3,2,120,101,0,0,0,0,0,2009,SC180,RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,BuiltIn,Unf,Nov,WD,Normal,91000
8475,3,4,3,4,7,1956,1956,0.0,3,3,3,3,0,5,228,1,0,724,952,5,952,0,0,952,0,0,1,0,2,1,3,4,8,0,1956.0,1,283,3,3,2,0,0,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,FuseA,Detchd,Unf,Apr,WD,Normal,135750
8635,4,4,3,5,5,1948,2001,0.0,3,3,3,3,0,4,336,6,41,295,672,3,1072,213,0,1285,1,0,1,0,2,1,3,6,7,0,1948.0,1,240,3,3,2,0,0,0,0,0,0,0,2008,SC50,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jan,WD,Normal,127000
10440,4,4,3,5,6,1910,1981,0.0,3,3,3,3,0,1,0,1,0,440,440,4,682,548,0,1230,0,0,1,1,2,1,3,5,8,0,1966.0,2,440,3,3,2,74,0,128,0,0,0,0,2009,SC50,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,Unf,May,WD,Normal,110000
13000,4,4,3,6,6,1968,1968,576.0,3,4,4,3,0,3,448,1,0,448,896,3,1182,960,0,2142,0,0,2,1,4,1,4,8,8,1,1968.0,1,509,3,3,2,0,72,0,0,252,0,0,2009,SC60,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,193500
4500,4,4,3,6,5,1998,1998,443.0,3,4,5,4,0,6,1201,1,0,36,1237,5,1337,0,0,1337,1,0,2,0,2,1,3,5,8,0,1998.0,2,405,3,3,2,0,199,0,0,0,0,0,2006,SC120,RM,Pave,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Mar,WD,Normal,153500
10206,4,4,3,8,5,2007,2007,468.0,3,3,4,3,0,6,33,1,0,1530,1563,5,1563,0,0,1563,0,0,2,0,3,1,4,6,8,1,2007.0,3,758,3,3,2,144,99,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,Oct,WD,Normal,245000
8892,3,4,3,5,5,1960,1960,66.0,3,3,3,3,0,1,0,1,0,1065,1065,4,1065,0,0,1065,0,0,1,1,3,1,3,6,8,0,1974.0,2,461,3,3,2,74,0,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jul,COD,Normal,126500
8530,3,4,3,7,5,1995,1996,22.0,3,3,4,3,0,1,0,1,0,384,384,4,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,1995.0,2,400,3,3,2,120,72,0,0,0,0,700,2009,SC80,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Fin,May,WD,Normal,168500
16059,4,4,3,8,5,1991,1992,284.0,4,3,4,3,0,1,0,1,0,1288,1288,5,1301,1116,0,2417,0,0,2,1,4,1,4,9,8,1,1991.0,2,462,3,3,2,127,82,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,Apr,WD,Normal,260000
11911,2,4,3,6,5,2005,2005,0.0,4,3,4,3,2,1,0,1,0,684,684,5,684,876,0,1560,0,0,2,1,3,1,4,6,8,1,2005.0,2,400,3,3,2,100,38,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Mar,WD,Normal,174000
3951,4,4,3,6,5,2009,2009,76.0,4,3,4,3,2,1,0,1,0,612,612,5,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,2009.0,2,528,3,3,2,0,234,0,0,0,0,0,2009,SC160,FV,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,RFn,Jun,New,Partial,164500
8500,4,4,3,5,3,1961,1961,203.0,3,3,3,3,0,3,600,1,0,635,1235,3,1235,0,0,1235,0,0,1,0,2,1,3,6,8,0,1961.0,2,480,3,3,2,0,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,Unf,Dec,WD,Abnorml,98600
13360,3,4,3,5,7,1921,2006,0.0,3,4,4,3,0,5,713,1,0,163,876,5,964,0,0,964,1,0,1,0,2,1,3,5,8,0,1921.0,2,432,3,3,2,0,0,44,0,0,0,0,2009,SC30,RL,Pave,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,Aug,WD,Normal,163500
7200,4,4,3,6,6,1910,1998,0.0,3,3,3,2,1,3,1046,1,0,168,1214,5,1260,1031,0,2291,0,1,2,0,4,2,3,9,8,1,1900.0,2,506,3,3,2,0,0,0,0,99,0,0,2007,SC190,C (all),Pave,Lvl,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,None,BrkTil,GasW,N,SBrkr,Detchd,Unf,Nov,WD,Normal,133900
9337,3,4,3,6,5,1997,1997,0.0,3,4,4,3,0,6,648,1,0,176,824,5,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,1997.0,2,684,3,3,2,0,162,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,May,WD,Normal,204750
9765,2,4,3,6,8,1993,1993,68.0,5,4,4,4,0,5,310,1,0,370,680,4,680,790,0,1470,0,0,2,1,3,1,3,6,8,1,1993.0,2,420,3,3,2,232,63,0,0,0,0,480,2009,SC60,RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Apr,WD,Normal,185000
10264,3,4,3,7,5,1999,1999,183.0,4,3,4,3,2,5,1162,1,0,426,1588,5,1588,0,0,1588,0,0,2,0,3,1,4,6,8,0,1999.0,2,472,3,3,2,158,29,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Aug,WD,Normal,214000
10921,4,4,3,4,5,1965,1965,48.0,3,3,3,3,0,3,520,1,0,440,960,3,960,0,0,960,1,0,1,0,3,1,3,6,8,0,1965.0,1,432,3,3,1,120,0,0,0,0,0,0,2007,SC20,RL,Pave,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,FuseF,Attchd,Fin,May,WD,Normal,94750
10625,4,4,3,5,5,1920,1950,0.0,3,3,3,3,0,5,108,1,0,350,458,2,835,0,0,835,0,0,1,0,2,1,3,5,8,0,1920.0,1,366,2,3,2,0,0,77,0,0,0,400,2010,SC30,RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,Basment,Unf,May,COD,Abnorml,83000
10603,3,4,3,6,7,1977,2001,28.0,3,3,3,3,1,5,1200,1,0,410,1610,4,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,1977.0,2,480,3,3,2,168,68,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Feb,WD,Normal,205000
9206,4,4,3,6,5,1985,1985,336.0,4,3,4,3,0,1,0,1,0,741,741,3,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,1985.0,2,476,3,3,2,192,46,0,0,0,0,0,2010,SC60,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,178000
10402,3,4,3,7,5,2009,2009,0.0,3,3,4,3,0,1,0,1,0,1226,1226,5,1226,0,0,1226,0,0,2,0,3,1,4,6,8,0,2009.0,3,740,3,3,2,0,36,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,May,WD,Normal,198900
7758,4,4,3,7,4,1931,1950,600.0,3,2,3,3,0,2,224,1,0,816,1040,5,1226,592,0,1818,0,0,1,1,4,1,3,7,8,2,1951.0,1,240,3,3,2,0,0,0,0,184,0,0,2007,SC50,RM,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,PConc,GasA,Y,FuseF,Detchd,Unf,Jun,WD,Normal,169500
9375,4,4,3,8,5,2003,2004,768.0,4,3,5,3,0,1,0,1,0,1053,1053,5,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,2003.0,2,648,3,3,2,140,45,0,0,0,0,0,2008,SC60,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Aug,WD,Normal,250000
10800,4,4,3,4,7,1885,1995,0.0,3,3,2,3,0,1,0,1,0,641,641,4,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,1954.0,1,273,2,2,0,0,0,0,0,0,0,450,2007,SC30,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,Aug,WD,Normal,100000
6000,4,4,3,5,5,1948,1950,0.0,3,3,3,3,0,5,104,4,169,516,789,5,789,0,0,789,0,0,1,0,2,1,3,5,8,0,1948.0,1,250,3,3,2,0,0,0,0,0,0,0,2008,SC20,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Apr,WD,Partial,115000
11751,3,4,3,6,6,1977,1977,480.0,3,3,4,3,0,4,705,1,0,1139,1844,5,1844,0,0,1844,0,0,2,0,3,1,3,7,8,1,1977.0,2,546,3,3,2,0,122,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jan,COD,Normal,190000
9525,4,4,3,6,4,1954,1972,0.0,3,3,3,2,0,3,444,1,0,550,994,4,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,1954.0,1,325,3,3,2,182,0,0,0,0,0,0,2006,SC50,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Oct,WD,Normal,136900
7750,3,4,3,7,5,2000,2000,0.0,3,3,4,3,0,6,250,1,0,134,384,5,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,2000.0,2,400,3,3,2,180,0,0,0,0,0,0,2010,SC80,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Apr,WD,Normal,180000
9965,4,4,3,7,5,2007,2007,220.0,4,3,5,3,2,6,984,1,0,280,1264,5,1282,1414,0,2696,1,0,2,1,4,1,5,10,8,1,2007.0,3,792,3,3,2,120,184,0,0,168,0,0,2007,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Oct,New,Partial,383970
21000,4,4,3,6,5,1953,1953,184.0,3,4,4,3,1,5,35,3,869,905,1809,3,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,1953.0,2,450,3,3,2,166,120,192,0,0,0,0,2007,SC20,RL,Pave,Bnk,Corner,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Basment,Unf,Oct,COD,Abnorml,217000
7259,3,4,2,6,8,1945,2002,0.0,3,3,3,3,0,5,774,2,150,104,1028,5,1436,884,0,2320,1,0,2,1,3,1,4,9,8,1,1945.0,1,180,3,3,2,224,0,0,0,0,0,0,2007,SC70,RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jul,WD,Normal,259500
3230,4,4,3,6,5,1999,1999,1129.0,3,3,4,3,0,6,419,1,0,310,729,4,729,729,0,1458,0,0,2,1,2,1,3,5,8,1,1999.0,2,440,3,3,2,0,32,0,0,0,0,0,2007,SC160,FV,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Unf,Jun,WD,Normal,176000
11616,4,4,3,5,5,1962,1962,116.0,3,3,3,3,0,2,170,4,670,252,1092,3,1092,0,0,1092,0,1,1,0,3,1,3,6,8,1,1962.0,1,288,3,3,2,0,20,144,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,Sep,WD,Normal,139000
8536,4,4,3,5,5,2006,2007,0.0,3,3,4,3,0,1,0,1,0,1125,1125,4,1125,0,0,1125,0,0,1,1,2,1,3,5,8,0,2007.0,2,430,3,3,2,80,64,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Unf,Apr,New,Partial,155000
12376,4,4,3,7,5,1990,1990,0.0,3,3,4,3,1,6,1470,1,0,203,1673,4,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,1990.0,3,594,3,3,2,367,0,0,0,0,0,0,2010,SC60,RL,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Unf,May,WD,Normal,320000
8461,4,4,3,6,5,2005,2006,0.0,4,3,4,3,0,1,0,1,0,728,728,5,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,2005.0,2,390,3,3,2,0,24,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,New,Partial,163990
21453,3,4,1,6,5,1969,1969,0.0,3,3,3,3,3,5,938,1,0,0,938,5,988,0,0,988,1,0,1,0,1,1,3,4,8,2,1969.0,2,540,3,3,2,0,130,0,130,0,0,0,2006,SC80,RL,Pave,Low,CulDSac,ClearCr,Norm,Norm,1Fam,SLvl,Flat,Metal,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Oct,WD,Normal,180000
6060,4,4,3,4,5,1939,1950,0.0,3,3,3,3,0,1,0,1,0,732,732,4,772,351,0,1123,0,0,1,0,3,1,3,4,8,0,1979.0,1,264,3,3,1,0,0,140,0,0,0,0,2007,SC50,RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Jun,WD,Normal,100000
9464,4,4,3,6,7,1958,1958,135.0,3,4,3,3,0,4,570,1,0,510,1080,4,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,1958.0,1,288,3,3,2,0,0,0,0,130,0,0,2008,SC20,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,136000
7892,4,4,3,6,5,1993,1993,0.0,4,3,4,3,0,6,300,1,0,899,1199,5,1199,0,0,1199,0,0,2,0,2,1,4,5,8,0,1993.0,2,530,3,3,2,0,63,0,0,0,0,0,2008,SC120,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Mar,WD,Normal,153900
17043,3,4,3,6,5,1979,1998,0.0,3,4,4,2,0,1,0,1,0,1362,1362,3,1586,0,0,1586,0,0,2,0,3,1,3,7,8,1,1979.0,2,435,3,3,2,192,0,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jan,WD,Normal,181000
4928,3,4,3,6,5,1976,1976,0.0,3,3,4,3,0,5,120,1,0,958,1078,3,958,0,0,958,0,0,2,0,2,1,3,5,8,1,1977.0,2,440,3,3,2,0,205,0,0,0,0,0,2007,SC120,RL,Pave,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Feb,WD,Normal,128000
7590,4,4,3,6,5,1966,1966,266.0,3,3,3,3,0,4,512,1,0,148,660,3,660,688,0,1348,0,0,1,1,3,1,3,6,8,1,1966.0,2,453,3,3,2,188,108,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,155000
8973,4,4,3,5,7,1958,1991,85.0,3,3,3,3,0,3,567,4,28,413,1008,3,1053,0,0,1053,0,1,1,1,3,1,5,6,8,0,1998.0,2,750,3,3,2,0,80,0,180,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,FuseA,2Types,RFn,Jul,WD,Abnorml,150000
14200,4,4,3,7,6,1966,1966,309.0,3,3,3,3,0,3,445,1,0,479,924,5,1216,941,0,2157,0,0,2,1,4,1,4,8,8,2,1966.0,2,487,3,3,2,105,66,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,May,WD,Normal,226000
12224,3,4,3,6,5,2000,2000,40.0,4,3,4,3,0,6,695,1,0,297,992,5,1022,1032,0,2054,1,0,2,1,3,1,4,7,8,1,2000.0,2,390,3,3,2,24,48,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,RFn,Jul,WD,Normal,244000
